...1,Stream,Month,Site Type,Tag,Species,Mesohabitat,Stream Width,Depth,Velocity,Substrate,Substrate Feature,Surface Turbulence,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation,Undercut Bank,Instream Cover,Canopy Cover,Longitude,Latitude,Notes,Creation Date,Data Change,Weight,Length,Capture Method,Capture Date,Release,Notes.y,ObjectID
37,Clear,July,Available,NA,NA,Pool,8.61,56,0,Silt,0.2,0,0,0,0,0,0.2,No,34.538182,111.688099,NA,7/19/2022 18:44,NA,NA,NA,NA,NA,NA,NA,262
38,Clear,July,Available,NA,NA,Pool,6.18,20,0,Silt,0.05,0,0.4,0,0,0,0.45,No,34.538172,111.688182,NA,7/19/2022 18:45,NA,NA,NA,NA,NA,NA,NA,263
39,Clear,July,Available,NA,NA,Pool,10.98,>150,NA,Silt,0.2,0,0,0,0,0,0.2,No,34.53674,111.688021,NA,7/19/2022 18:58,NA,NA,NA,NA,NA,NA,NA,265
40,Clear,July,Available,NA,NA,Pool,14.74,>150,0,Silt,0.1,0,0,0.1,0,0,0.2,No,34.53674,111.688021,NA,7/19/2022 20:34,NA,NA,NA,NA,NA,NA,NA,266
41,Clear,July,Available,NA,NA,Pool,15.447,115,0,Bedrock,0,0,0,0,0,0,0,No,34.53674,111.688021,NA,7/19/2022 20:40,NA,NA,NA,NA,NA,NA,NA,267
42,Clear,July,Available,NA,NA,Pool,13.366,150,0,Bedrock,0.1,0,0,0,0,0,0.1,No,34.540186,111.704343,NA,7/19/2022 20:46,NA,NA,NA,NA,NA,NA,NA,268
43,Clear,July,Available,NA,NA,Pool,16.064,>150,0,Silt,0,0,0,0.2,0,0,0.2,No,34.540186,111.704343,NA,7/19/2022 20:52,NA,NA,NA,NA,NA,NA,NA,269
44,Clear,July,Available,NA,NA,Pool,14.45,60,0,Bedrock,0.05,0,0,0,0,0,0.05,No,34.538221,111.687491,NA,7/19/2022 20:59,NA,NA,NA,NA,NA,NA,NA,270
45,Clear,July,Available,NA,NA,Pool,11.85,>150,0,Silt,0,0,0,0.4,0,0,0.4,Yes,34.538216,111.687348,NA,7/19/2022 21:03,NA,NA,NA,NA,NA,NA,NA,271
46,Clear,July,Available,NA,NA,Pool,12.36,>150,0,Bedrock,0.2,0,0,0,0,0,0.2,No,34.538191,111.687243,NA,7/19/2022 21:29,NA,NA,NA,NA,NA,NA,NA,272
47,Clear,July,Available,NA,NA,Pool,11.63,104,0,Silt,0.3,0,0,0,0,0,0.3,Yes,34.538166,111.687167,NA,7/19/2022 21:39,NA,NA,NA,NA,NA,NA,NA,274
48,Clear,July,Available,NA,NA,Pool,12.257,>150,0,Boulder,0.3,0,0,0.6,0,0,0.9,Yes,34.538166,111.687095,NA,7/19/2022 21:49,NA,NA,NA,NA,NA,NA,NA,275
49,Clear,July,Available,NA,NA,Pool,13.407,123,0,Bedrock,0.1,0,0,0,0,0,0.1,No,34.538062,111.687044,NA,7/19/2022 22:16,NA,NA,NA,NA,NA,NA,NA,276
50,Clear,July,Available,NA,NA,Pool,9.23,>150,0,Bedrock,0.2,0,0,0.05,0,0,0.25,No,34.538016,111.686947,NA,7/19/2022 22:19,NA,NA,NA,NA,NA,NA,NA,277
51,Clear,July,Available,NA,NA,Pool,9.44,54,0.18,Bedrock,0,0,0,0,0,0,0,No,34.537961,111.686873,NA,7/19/2022 22:29,NA,NA,NA,NA,NA,NA,NA,278
52,Clear,July,Available,NA,NA,Riffle,7.9,40,0.21,Gravel,0.5,0,0,0,0,0,0.5,Yes,34.537951,111.686807,NA,7/19/2022 22:32,NA,NA,NA,NA,NA,NA,NA,279
53,Clear,July,Available,NA,NA,Riffle,12.23,14,0.04,Pebble,0.5,0,0,0.05,0,0,0.55,Yes,34.537978,111.686719,NA,7/19/2022 22:36,NA,NA,NA,NA,NA,NA,NA,280
54,Clear,July,Available,NA,NA,Riffle,11.7,50,0.14,Cobble,0.4,0.1,0,0,0,0,0.5,No,34.537987,111.686615,NA,7/19/2022 22:42,NA,NA,NA,NA,NA,NA,NA,281
55,Clear,July,Available,NA,NA,Riffle,7.02,22,0,Cobble,0.2,0,0,0.5,0,0,0.7,Yes,34.538033,111.686562,NA,7/19/2022 22:49,NA,NA,NA,NA,NA,NA,NA,282
56,Clear,July,Available,NA,NA,Riffle,10.64,14,0.17,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.538065,111.68648,NA,7/19/2022 23:03,NA,NA,NA,NA,NA,NA,NA,283
57,Clear,July,Available,NA,NA,Riffle,10.25,26,0.04,Silt,0.2,0,0,0,0,0,0.2,No,34.538077,111.686355,NA,7/19/2022 23:09,NA,NA,NA,NA,NA,NA,NA,284
58,Clear,July,Available,NA,NA,Riffle,7,54,0,Sand,0.1,0,0,0,0,0,0.1,Yes,34.53811,111.686291,NA,7/19/2022 23:17,NA,NA,NA,NA,NA,NA,NA,285
59,Clear,July,Available,NA,NA,Riffle,8.78,40,0.32,Gravel,0.2,0,0,0.6,0,0,0.8,Yes,34.53778,111.685945,NA,7/20/2022 16:43,NA,NA,NA,NA,NA,NA,NA,286
60,Clear,July,Available,NA,NA,Riffle,7.95,24,0,Gravel,0.1,0,0,0.05,0,0,0.15,Yes,34.538157,111.686037,NA,7/20/2022 16:55,NA,NA,NA,NA,NA,NA,NA,287
61,Clear,July,Available,NA,NA,Riffle,6.696,46,0.58,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.538157,111.685927,NA,7/20/2022 17:06,NA,NA,NA,NA,NA,NA,NA,289
62,Clear,July,Available,NA,NA,Riffle,9.449,26,0,Silt,0.3,0,0,0.2,0,0,0.5,Yes,34.538136,111.685854,NA,7/20/2022 17:11,NA,NA,NA,NA,NA,NA,NA,290
63,Clear,July,Available,NA,NA,Riffle,9.767,26,0,Gravel,0.2,0,0.02,0,0,0,0.22,No,34.58812,111.685871,NA,7/20/2022 17:22,NA,NA,NA,NA,NA,NA,NA,291
64,Clear,July,Available,NA,NA,Riffle,5.37,14,0.16,Boulder,0.3,0,0,0,0,0,0.3,Yes,34.538193,111.685738,NA,7/20/2022 17:25,NA,NA,NA,NA,NA,NA,NA,292
65,Clear,July,Available,NA,NA,Riffle,9.019,10,0,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.538182,111.685684,NA,7/20/2022 17:31,NA,NA,NA,NA,NA,NA,NA,293
66,Clear,July,Available,NA,NA,Riffle,9.474,42,0.13,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.538358,111.685613,NA,7/20/2022 17:36,NA,NA,NA,NA,NA,NA,NA,294
67,Clear,July,Available,NA,NA,Riffle,8.949,34,0.11,Boulder,0.1,0,0.05,0,0,0,0.15,Yes,34.538256,111.685486,NA,7/20/2022 17:45,NA,NA,NA,NA,NA,NA,NA,296
68,Clear,July,Available,NA,NA,Riffle,7.235,20,0,Cobble,0.4,0,0,0.05,0,0,0.45,Yes,34.538238,111.685356,NA,7/20/2022 17:51,NA,NA,NA,NA,NA,NA,NA,297
69,Clear,July,Available,NA,NA,Run,9.7,64,0.12,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.537888,111.682407,NA,7/21/2022 17:43,NA,NA,NA,NA,NA,NA,NA,347
70,Clear,July,Available,NA,NA,Riffle,NA,42,0.23,Pebble,0.2,0,0,0,0,0,0.2,No,34.538283,111.685281,NA,7/20/2022 18:28,Added 'NA' to blank stream width,NA,NA,NA,NA,NA,NA,300
71,Clear,July,Available,NA,NA,Riffle,11.765,13,0.13,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.538402,111.68525,NA,7/20/2022 18:30,NA,NA,NA,NA,NA,NA,NA,301
72,Clear,July,Available,NA,NA,Riffle,12.32,37,0.01,Cobble,0.1,0,0,0.05,0,0,0.15,No,34.538309,111.685145,NA,7/20/2022 18:36,NA,NA,NA,NA,NA,NA,NA,302
73,Clear,July,Available,NA,NA,Riffle,6.248,48,0.22,Cobble,0.3,0,0,0,0,0,0.3,Yes,34.538324,111.685019,NA,7/20/2022 18:54,NA,NA,NA,NA,NA,NA,NA,306
74,Clear,July,Available,NA,NA,Riffle,5.5,26,0.93,Boulder,0.4,0.4,0,0,0,0,0.8,No,34.53835,111.684943,NA,7/20/2022 19:48,NA,NA,NA,NA,NA,NA,NA,307
75,Clear,July,Available,NA,NA,Riffle,8.65,30,0.11,Cobble,0.3,0.5,0,0,0,0,0.8,No,34.538376,111.684804,NA,7/20/2022 19:55,NA,NA,NA,NA,NA,NA,NA,308
76,Clear,July,Available,NA,NA,Riffle,8.28,30,0.49,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.538417,111.684837,NA,7/20/2022 20:01,NA,NA,NA,NA,NA,NA,NA,309
77,Clear,July,Available,NA,NA,Riffle,9.45,45,0.3,Cobble,0.2,0,0,0,0.1,0,0.3,Yes,34.538416,111.684634,NA,7/20/2022 20:08,NA,NA,NA,NA,NA,NA,NA,310
78,Clear,July,Available,NA,NA,Riffle,12.1,32,0.04,Gravel,0.3,0,0,0,0,0,0.3,No,34.538424,111.684528,NA,7/20/2022 20:13,NA,NA,NA,NA,NA,NA,NA,311
79,Clear,July,Available,NA,NA,Riffle,9.65,22,NA,Cobble,0.1,0,0,0.3,0,0,0.4,Yes,34.538522,111.684503,NA,7/20/2022 20:17,NA,NA,NA,NA,NA,NA,NA,312
80,Clear,July,Available,NA,NA,Riffle,6.8,40,0.77,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.538506,111.684435,NA,7/20/2022 20:23,NA,NA,NA,NA,NA,NA,NA,313
81,Clear,July,Available,NA,NA,Riffle,7.04,46,0.01,Cobble,0.3,0,0,0,0,0,0.3,No,34.538574,111.684348,NA,7/20/2022 20:28,NA,NA,NA,NA,NA,NA,NA,314
82,Clear,July,Available,NA,NA,Riffle,8.2,68,0,Gravel,0.2,0,0,0,0.05,0,0.25,No,34.53854,111.684233,NA,7/20/2022 20:29,NA,NA,NA,NA,NA,NA,NA,315
83,Clear,July,Available,NA,NA,Pool,11.7,35,0.16,Gravel,0.1,0,0,0.05,0,0,0.15,No,34.538566,111.684203,NA,7/20/2022 20:33,NA,NA,NA,NA,NA,NA,NA,316
84,Clear,July,Available,NA,NA,Pool,12.55,62,0.03,Bedrock,0,0,0.3,0,0.1,0,0.4,No,34.538558,111.684182,NA,7/20/2022 20:45,NA,NA,NA,NA,NA,NA,NA,318
85,Clear,July,Available,NA,NA,Pool,11.116,60,0,Cobble,0.2,0,0,0.1,0,0,0.3,No,34.538552,111.684069,NA,7/20/2022 20:49,changed 'O' velocity to '0',NA,NA,NA,NA,NA,NA,319
86,Clear,July,Available,NA,NA,Pool,9.58,80,0,Sand,0.05,0,0,0,0,0,0.05,No,34.538592,111.683958,NA,7/20/2022 20:53,NA,NA,NA,NA,NA,NA,NA,320
87,Clear,July,Available,NA,NA,Run,6.56,41,0.32,Boulder,0.4,0,0,0,0.05,0,0.45,Yes,34.538602,111.683882,NA,7/20/2022 20:57,NA,NA,NA,NA,NA,NA,NA,321
88,Clear,July,Available,NA,NA,Run,5.23,84,0.05,Cobble,0.3,0,0,0.1,0,0,0.4,No,34.538627,111.683767,NA,7/20/2022 21:27,Deleted extra latitude digit,NA,NA,NA,NA,NA,NA,324
89,Clear,July,Available,NA,NA,Run,4.02,60,0.21,Boulder,0.5,0,0,0,0,0,0.5,Yes,34.538659,111.683659,NA,7/20/2022 21:35,NA,NA,NA,NA,NA,NA,NA,325
90,Clear,July,Available,NA,NA,Riffle,4.06,10,0.93,Bedrock,0,0,0.05,0,0,0,0.05,Yes,34.538665,111.683567,NA,7/20/2022 21:40,NA,NA,NA,NA,NA,NA,NA,326
91,Clear,July,Available,NA,NA,Riffle,4.06,10,0.93,Bedrock,0,0,0.05,0,0,0,0.05,Yes,34.538665,111.683567,NA,7/20/2022 21:40,NA,NA,NA,NA,NA,NA,NA,327
92,Clear,July,Available,NA,NA,Riffle,3.7,42,0.61,Bedrock,0.05,0,0.05,0,0,0,0.1,Yes,34.538662,111.683486,NA,7/20/2022 21:47,NA,NA,NA,NA,NA,NA,NA,328
93,Clear,July,Available,NA,NA,Riffle,6.27,24,0.19,Cobble,0.4,0,0.1,0,0,0,0.5,No,34.538701,111.683387,NA,7/20/2022 21:55,NA,NA,NA,NA,NA,NA,NA,329
94,Clear,July,Available,NA,NA,Riffle,NA,34,0.05,Pebble,0.4,0,0,0,0,0,0.4,No,34.538617,111.683302,NA,7/20/2022 22:22,NA,NA,NA,NA,NA,NA,NA,331
95,Clear,July,Available,NA,NA,Run,Na,84,0.4,Cobble,0.2,0,0,0,0,0,0.2,No,34.538629,111.683244,NA,7/20/2022 22:30,removed 0 from no in NA,NA,NA,NA,NA,NA,NA,332
96,Clear,July,Available,NA,NA,Riffle,NA,14,0.04,Cobble,0.4,0,0,0.05,0,0,0.45,Yes,34.538497,111.683159,NA,7/20/2022 22:33,NA,NA,NA,NA,NA,NA,NA,333
97,Clear,July,Available,NA,NA,Riffle,NA,42,0.16,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.538503,111.6831,NA,7/20/2022 22:39,NA,NA,NA,NA,NA,NA,NA,334
98,Clear,July,Available,NA,NA,Riffle,NA,47,0.46,Cobble,0.3,0,0,0,0,0,0.3,Yes,34.538446,111.683041,NA,7/20/2022 22:50,NA,NA,NA,NA,NA,NA,NA,335
99,Clear,July,Available,NA,NA,Riffle,NA,32,0.22,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.538381,111.682954,NA,7/20/2022 22:53,NA,NA,NA,NA,NA,NA,NA,336
100,Clear,July,Available,NA,NA,Riffle,NA,20,0.83,Cobble,0.5,0.1,0,0,0,0,0.6,No,34.53834,111.682905,NA,7/20/2022 22:58,NA,NA,NA,NA,NA,NA,NA,337
101,Clear,July,Available,NA,NA,Riffle,NA,28,0.09,Cobble,0.2,0,0,0,0,0,0.2,No,34.53831,111.682858,NA,7/20/2022 23:04,NA,NA,NA,NA,NA,NA,NA,338
102,Clear,July,Available,NA,NA,Riffle,15.6,42,0.62,Cobble,0.4,0,0,0,0,0,0.4,No,34.538322,111.682838,NA,7/21/2022 17:07,NA,NA,NA,NA,NA,NA,NA,339
103,Clear,July,Available,NA,NA,Riffle,10.7,40,0.33,Pebble,0.1,0,0,0,0,0,0.1,No,34.538252,111.682748,NA,7/21/2022 17:23,NA,NA,NA,NA,NA,NA,NA,340
104,Clear,July,Available,NA,NA,Riffle,10.2,44,0.24,Boulder,0.5,0,0,0,0,0,0.5,Yes,34.538202,111.682691,NA,7/21/2022 17:25,NA,NA,NA,NA,NA,NA,NA,341
105,Clear,July,Available,NA,NA,Riffle,13.2,14,0.08,Boulder,0.1,0,0,0,0,0,0.1,Yes,34.538163,111.682594,NA,7/21/2022 17:29,NA,NA,NA,NA,NA,NA,NA,342
106,Clear,July,Available,NA,NA,Riffle,10.9,48,0.16,Gravel,0.4,0,0,0.1,0,0,0.5,Yes,34.538081,111.682575,NA,7/21/2022 17:30,NA,NA,NA,NA,NA,NA,NA,343
107,Clear,July,Available,NA,NA,Run,11.8,64,0.02,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.538029,111.682506,NA,7/21/2022 17:33,NA,NA,NA,NA,NA,NA,NA,344
108,Clear,July,Available,NA,NA,Run,10.5,66,0,Boulder,0,0,0.7,0,0,0,0.7,Yes,34.537948,111.682477,NA,7/21/2022 17:40,NA,NA,NA,NA,NA,NA,NA,346
109,Clear,July,Available,NA,NA,Riffle,6.8,36,0.05,Gravel,0.1,0,0,0,0.3,0,0.4,Yes,34.536049,111.679415,NA,7/21/2022 21:39,NA,NA,NA,NA,NA,NA,NA,393
110,Clear,July,Available,NA,NA,Run,10.6,78,0.11,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.537869,111.682311,NA,7/21/2022 17:49,NA,NA,NA,NA,NA,NA,NA,349
111,Clear,July,Available,NA,NA,Riffle,8.4,56,0.15,Cobble,0,0,0.4,0,0,0,0.4,Yes,34.537824,111.682222,NA,7/21/2022 17:51,NA,NA,NA,NA,NA,NA,NA,350
112,Clear,July,Available,NA,NA,Riffle,10,50,0,Cobble,0.3,0,0,0.3,0,0,0.6,Yes,34.537731,111.682216,NA,7/21/2022 17:53,NA,NA,NA,NA,NA,NA,NA,351
113,Clear,July,Available,NA,NA,Riffle,7,48,0,Gravel,0,0,0,0.4,0,0,0.4,Yes,34.537691,111.682154,NA,7/21/2022 17:56,NA,NA,NA,NA,NA,NA,NA,352
114,Clear,July,Available,NA,NA,Riffle,10.3,60,0.11,Boulder,0.2,0,0,0.7,0,0,0.9,Yes,34.537629,111.682061,NA,7/21/2022 18:00,NA,NA,NA,NA,NA,NA,NA,354
115,Clear,July,Available,NA,NA,Riffle,7.3,50,0.47,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.537583,111.6822,NA,7/21/2022 18:03,Add zero to end of latitude (excel dropped),NA,NA,NA,NA,NA,NA,355
116,Clear,July,Available,NA,NA,Riffle,4.4,54,0.2,Boulder,0,0,0,0,0,0,0,Yes,34.537527,111.681947,NA,7/21/2022 18:06,NA,NA,NA,NA,NA,NA,NA,356
117,Clear,July,Available,NA,NA,Riffle,8.1,42,0,Sand,0.2,0,0.1,0,0,0,0.3,Yes,34.537483,111.681866,NA,7/21/2022 18:08,NA,NA,NA,NA,NA,NA,NA,357
118,Clear,July,Available,NA,NA,Riffle,11,48,0.01,Cobble,0.5,0,0,0,0,0,0.5,Yes,34.537426,111.681806,NA,7/21/2022 18:11,NA,NA,NA,NA,NA,NA,NA,358
119,Clear,July,Available,NA,NA,Riffle,10.5,42,0.19,Pebble,0.3,0,0,0,0,0,0.3,Yes,34.537388,111.681749,NA,7/21/2022 18:13,NA,NA,NA,NA,NA,NA,NA,359
120,Clear,July,Available,NA,NA,Riffle,10.9,26,0.2,Gravel,0.1,0,0,0,0,0,0.1,Yes,34.537286,111.681712,NA,7/21/2022 18:17,NA,NA,NA,NA,NA,NA,NA,360
121,Clear,July,Available,NA,NA,Riffle,10.2,30,0.12,Boulder,0.3,0,0,0,0,0,0.3,Yes,34.537255,111.681671,NA,7/21/2022 18:18,NA,NA,NA,NA,NA,NA,NA,361
122,Clear,July,Available,NA,NA,Riffle,9.9,12,0.23,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.537258,111.681591,NA,7/21/2022 18:21,NA,NA,NA,NA,NA,NA,NA,362
123,Clear,July,Available,NA,NA,Riffle,10.9,72,0.28,Boulder,0,0,0,0,0.2,0,0.2,Yes,34.537156,111.681511,NA,7/21/2022 18:24,NA,NA,NA,NA,NA,NA,NA,363
124,Clear,July,Available,NA,NA,Riffle,8.7,68,0.27,Boulder,0.7,0,0,0,0,0,0.7,Yes,34.537085,111.681403,NA,7/21/2022 18:27,NA,NA,NA,NA,NA,NA,NA,364
125,Clear,July,Available,NA,NA,Riffle,10.15,28,0,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.537045,111.681388,NA,7/21/2022 18:30,NA,NA,NA,NA,NA,NA,NA,365
126,Clear,July,Available,NA,NA,Riffle,9,34,0,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.537004,111.681327,NA,7/21/2022 18:33,NA,NA,NA,NA,NA,NA,NA,366
127,Clear,July,Available,NA,NA,Riffle,7.9,28,0.04,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.536964,111.681224,NA,7/21/2022 18:36,NA,NA,NA,NA,NA,NA,NA,367
128,Clear,July,Available,NA,NA,Riffle,8.9,28,0.19,Cobble,0,0,0,0,0,0,0,Yes,34.536992,111.681126,NA,7/21/2022 18:39,NA,NA,NA,NA,NA,NA,NA,368
129,Clear,July,Available,NA,NA,Riffle,9.7,32,0.3,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.536867,111.681071,NA,7/21/2022 18:42,NA,NA,NA,NA,NA,NA,NA,369
130,Clear,July,Available,NA,NA,Riffle,5.5,24,0.05,Cobble,0.3,0,0,0,0,0,0.3,Yes,34.53679,111.681034,NA,7/21/2022 18:46,NA,NA,NA,NA,NA,NA,NA,370
131,Clear,July,Available,NA,NA,Riffle,9.4,36,0.58,Boulder,0.1,0,0,0,0,0,0.1,Yes,34.53672,111.680952,NA,7/21/2022 18:47,NA,NA,NA,NA,NA,NA,NA,371
132,Clear,July,Available,NA,NA,Riffle,8.4,50,0.11,Pebble,0.1,0,0,0,0,0,0.1,No,34.536711,111.680892,NA,7/21/2022 18:53,NA,NA,NA,NA,NA,NA,NA,372
133,Clear,July,Available,NA,NA,Pool,10.6,62,0.03,Sand,0,0,0,0,0,0,0,Yes,34.536699,111.680769,NA,7/21/2022 18:54,NA,NA,NA,NA,NA,NA,NA,373
134,Clear,July,Available,NA,NA,Pool,19.3,52,0.06,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.536542,111.680673,NA,7/21/2022 20:20,NA,NA,NA,NA,NA,NA,NA,375
135,Clear,July,Available,NA,NA,Pool,15.6,132,0,Bedrock,0,0,0,0,0,0,0,No,34.536442,111.680646,NA,7/21/2022 20:23,NA,NA,NA,NA,NA,NA,NA,376
136,Clear,July,Available,NA,NA,Pool,14.3,110,0,Silt,0,0,0.1,0,0,0,0.1,No,34.536443,111.680513,NA,7/21/2022 20:28,NA,NA,NA,NA,NA,NA,NA,377
137,Clear,July,Available,NA,NA,Pool,15.9,62,0,Bedrock,0.2,0,0,0,0,0,0.2,No,34.536318,111.680458,NA,7/21/2022 20:34,NA,NA,NA,NA,NA,NA,NA,378
138,Clear,July,Available,NA,NA,Pool,17.5,>150,0,Bedrock,0,0,0,0,0,0,0,No,34.536258,111.680452,NA,7/21/2022 20:38,NA,NA,NA,NA,NA,NA,NA,379
139,Clear,July,Available,NA,NA,Pool,NA,>150,0,Bedrock,0,0,0,0,0,0,0,No,34.536298,111.680358,NA,7/21/2022 20:48,NA,NA,NA,NA,NA,NA,NA,380
140,Clear,July,Available,NA,NA,Pool,9.7,78,0,Silt,0,0,0,0.9,0,0,0.9,Yes,34.536209,111.680194,NA,7/21/2022 20:55,NA,NA,NA,NA,NA,NA,NA,381
141,Clear,July,Available,NA,NA,Pool,10.2,82,0.24,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.536157,111.680212,NA,7/21/2022 21:10,NA,NA,NA,NA,NA,NA,NA,385
142,Clear,July,Available,NA,NA,Riffle,9.4,34,0.65,Boulder,0.5,0,0,0,0,0,0.5,No,34.536124,111.68012,NA,7/21/2022 21:13,NA,NA,NA,NA,NA,NA,NA,386
143,Clear,July,Available,NA,NA,Riffle,8.4,16,0.04,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.536108,111.680018,NA,7/21/2022 21:19,NA,NA,NA,NA,NA,NA,NA,387
144,Clear,July,Available,NA,NA,Riffle,7.9,32,0.3,Pebble,0.6,0,0,0,0,0,0.6,Yes,34.536059,111.679924,NA,7/21/2022 21:22,NA,NA,NA,NA,NA,NA,NA,388
145,Clear,July,Available,NA,NA,Riffle,5.6,32,0.53,Gravel,0.1,0,0,0,0.3,0,0.4,Yes,34.536057,111.679838,NA,7/21/2022 21:25,NA,NA,NA,NA,NA,NA,NA,389
146,Clear,July,Available,NA,NA,Riffle,8.1,32,0.05,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.536107,111.67972,NA,7/21/2022 21:29,NA,NA,NA,NA,NA,NA,NA,390
147,Clear,July,Available,NA,NA,Riffle,7.1,28,0.22,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.536089,111.679614,NA,7/21/2022 21:30,NA,NA,NA,NA,NA,NA,NA,391
148,Clear,July,Available,NA,NA,Riffle,8.1,26,0.35,Boulder,0.7,0,0,0,0,0,0.7,Yes,34.536036,111.679548,NA,7/21/2022 21:34,NA,NA,NA,NA,NA,NA,NA,392
149,Clear,July,Available,NA,NA,Pool,12.1,32,0.02,Bedrock,0,0,0,0,0,0,0,No,34.535772,111.678247,NA,7/21/2022 22:31,NA,NA,NA,NA,NA,NA,NA,409
150,Clear,July,Available,NA,NA,Riffle,5.2,16,0.1,Boulder,0.7,0,0,0,0,0,0.7,No,34.536031,111.679328,NA,7/21/2022 21:41,NA,NA,NA,NA,NA,NA,NA,394
151,Clear,July,Available,NA,NA,Riffle,7.9,30,0.29,Boulder,0,0,0,0.2,0,0,0.2,Yes,34.536027,111.67922,NA,7/21/2022 21:43,NA,NA,NA,NA,NA,NA,NA,395
152,Clear,July,Available,NA,NA,Riffle,6.9,26,0.44,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.536014,111.679129,NA,7/21/2022 21:50,NA,NA,NA,NA,NA,NA,NA,396
153,Clear,July,Available,NA,NA,Riffle,7.6,40,0.02,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.535978,111.679051,NA,7/21/2022 21:54,NA,NA,NA,NA,NA,NA,NA,397
154,Clear,July,Available,NA,NA,Riffle,6.7,28,0.46,Boulder,0.3,0,0,0,0,0,0.3,Yes,34.535963,111.678968,NA,7/21/2022 21:56,NA,NA,NA,NA,NA,NA,NA,398
155,Clear,July,Available,NA,NA,Riffle,10.8,26,0.32,Boulder,0.3,0,0,0.1,0,0,0.4,Yes,34.535951,111.678882,NA,7/21/2022 22:00,NA,NA,NA,NA,NA,NA,NA,399
156,Clear,July,Available,NA,NA,Riffle,6.6,54,0.21,Boulder,0.3,0,0,0.1,0,0,0.4,Yes,34.535886,111.678803,NA,7/21/2022 22:03,NA,NA,NA,NA,NA,NA,NA,400
157,Clear,July,Available,NA,NA,Riffle,8.2,10,0.25,Cobble,0.1,0,0,0,0.5,0,0.6,No,34.535902,111.678689,NA,7/21/2022 22:06,NA,NA,NA,NA,NA,NA,NA,401
158,Clear,July,Available,NA,NA,Pool,13.4,62,0.01,Cobble,0.3,0,0,0,0,0,0.3,No,34.535915,111.67857,NA,7/21/2022 22:11,NA,NA,NA,NA,NA,NA,NA,403
159,Clear,July,Available,NA,NA,Pool,11.6,86,0.05,Silt,0,0,0.3,0,0,0,0.3,Yes,34.535815,111.678515,NA,7/21/2022 22:15,NA,NA,NA,NA,NA,NA,NA,404
160,Clear,July,Available,NA,NA,Pool,12.2,44,0.04,Bedrock,0,0,0,0,0,0,0,No,34.535827,111.678397,NA,7/21/2022 22:22,NA,NA,NA,NA,NA,NA,NA,406
161,Clear,July,Available,NA,NA,Pool,12,78,0.02,Silt,0,0,0,0,0,0,0,No,34.535748,111.678339,NA,7/21/2022 22:27,NA,NA,NA,NA,NA,NA,NA,407
162,Clear,July,Available,NA,NA,Pool,11.7,48,0.03,Boulder,0.1,0,0,0,0,0,0.1,Yes,34.535606,111.678025,NA,7/21/2022 22:52,NA,NA,NA,NA,NA,NA,NA,413
163,Clear,July,Available,NA,NA,Pool,11.7,34,0,Silt,0,0,0,0,0.3,0,0.3,No,34.535645,111.678211,NA,7/21/2022 22:37,NA,NA,NA,NA,NA,NA,NA,410
164,Clear,July,Available,NA,NA,Pool,12,106,0.02,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.535645,111.678152,NA,7/21/2022 22:43,NA,NA,NA,NA,NA,NA,NA,411
165,Clear,July,Available,NA,NA,Pool,11.5,84,0.05,Bedrock,0,0,0,0,0,0,0,Yes,34.535665,111.678059,NA,7/21/2022 22:48,NA,NA,NA,NA,NA,NA,NA,412
45,Clear,June,Available,NA,NA,Run,7.8,28,0.02,Pebble,0,0,0,0,0,0,0,No,34.538517,111.688861,NA,6/15/2022 18:10,removed NA from site type,NA,NA,NA,NA,NA,NA,1
46,Clear,June,Available,NA,NA,Pool,7.8,34,0.06,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.53835,111.688139,NA,6/15/2022 19:09,NA,NA,NA,NA,NA,NA,NA,2
