"","...1","Stream","Month","Site.Type","Tag","Species","Mesohabitat","Stream.Width","Depth","Velocity","Substrate","Substrate.Feature","Surface.Turbulence","Aquatic.Vegetation","Large.Woody.Debris","Terrestrial.Vegetation","Undercut.Bank","Instream.Cover","Canopy.Cover","Longitude","Latitude","Notes","Creation.Date","Data.Change","Weight","Length","Capture.Method","Capture.Date","Release","Notes.y","ObjectID"
"227",278,"Clear","June","Available",NA,NA,"Riffle",13.1,"48",0.06,"Pebble",0.3,0,0,0,0,0,0.3,"No",34.538275,"111.682772",NA,"6/18/2022 20:07",NA,NA,NA,NA,NA,NA,NA,389
"228",279,"Clear","June","Available",NA,NA,"Riffle",8.1,"30",0.37,"Boulder",0.5,0,0,0,0,0,0.5,"Yes",34.538259,"111.6827",NA,"6/18/2022 20:09",NA,NA,NA,NA,NA,NA,NA,390
"229",280,"Clear","June","Available",NA,NA,"Riffle",12.2,"28",0.06,"Cobble",0.1,0,0,0,0,0,0.1,"No",34.538218,"111.682638",NA,"6/18/2022 20:11",NA,NA,NA,NA,NA,NA,NA,391
"230",330,"Clear","June","Available",NA,NA,"Riffle",7.4,"8",0.01,"Silt",0,0,0,0.1,0,0,0.1,"Yes",34.537701,"111.682153",NA,"6/18/2022 20:44",NA,NA,NA,NA,NA,NA,NA,404
"231",331,"Clear","June","Available",NA,NA,"Riffle",6.6,"36",0.37,"Boulder",0,0,0.4,0,0,0,0.4,"Yes",34.537656,"111.682111",NA,"6/18/2022 20:49",NA,NA,NA,NA,NA,NA,NA,405
"232",332,"Clear","June","Available",NA,NA,"Riffle",6.5,"40",0.06,"Cobble",0.3,0,0,0,0,0,0.3,"Yes",34.53761,"111.682008",NA,"6/18/2022 20:51",NA,NA,NA,NA,NA,NA,NA,406
"233",333,"Clear","June","Available",NA,NA,"Riffle",6.7,"40",0.34,"Boulder",0.7,0,0,0,0,0,0.7,"Yes",34.537584,"111.681947",NA,"6/18/2022 20:53",NA,NA,NA,NA,NA,NA,NA,407
"234",334,"Clear","June","Available",NA,NA,"Riffle",8.1,"28",0.1,"Pebble",0,0,0,0.2,0,0,0.2,"Yes",34.537447,"111.68189",NA,"6/18/2022 20:57",NA,NA,NA,NA,NA,NA,NA,408
"235",335,"Clear","June","Available",NA,NA,"Riffle",9.3,"38",0.01,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.537429,"111.681896",NA,"6/18/2022 20:59",NA,NA,NA,NA,NA,NA,NA,409
"236",336,"Clear","June","Available",NA,NA,"Riffle",9.2,"46",0.06,"Cobble",0.3,0,0,0,0,0,0.3,"No",34.537392,"111.681808",NA,"6/18/2022 21:01",NA,NA,NA,NA,NA,NA,NA,410
"237",337,"Clear","June","Available",NA,NA,"Riffle",10.2,"38",0.01,"Cobble",0.3,0,0,0,0,0,0.3,"Yes",34.537349,"111.681736",NA,"6/18/2022 21:04",NA,NA,NA,NA,NA,NA,NA,411
"238",338,"Clear","June","Available",NA,NA,"Riffle",11.543,"18",0.53,"Boulder",0.3,0,0,0,0,0,0.3,"Yes",34.537279,"111.681721",NA,"6/18/2022 21:06",NA,NA,NA,NA,NA,NA,NA,412
"239",339,"Clear","June","Available",NA,NA,"Riffle",12.7,"20",0.19,"Cobble",0.6,0,0,0.1,0,0,0.7,"No",34.53721,"111.681677",NA,"6/18/2022 21:08",NA,NA,NA,NA,NA,NA,NA,413
"240",340,"Clear","June","Available",NA,NA,"Riffle",11.5,"26",0.37,"Boulder",0.3,0,0,0,0,0,0.3,"Yes",34.537181,"111.681612",NA,"6/18/2022 21:10",NA,NA,NA,NA,NA,NA,NA,414
"241",341,"Clear","June","Available",NA,NA,"Riffle",10.3,"26",0,"Cobble",0.6,0,0,0,0,0,0.6,"Yes",34.537161,"111.681499",NA,"6/18/2022 21:11",NA,NA,NA,NA,NA,NA,NA,415
"242",342,"Clear","June","Available",NA,NA,"Riffle",10.4,"38",0.16,"Boulder",0.2,0,0,0.1,0,0,0.3,"No",34.537161,"111.681499",NA,"6/18/2022 21:14",NA,NA,NA,NA,NA,NA,NA,416
"243",303,"Clear","June","Available",NA,NA,"Riffle",8.7,"30",0.64,"Boulder",0.8,0,0,0,0,0,0.8,"Yes",34.537056,"111.681396",NA,"6/18/2022 21:20",NA,NA,NA,NA,NA,NA,NA,419
"244",304,"Clear","June","Available",NA,NA,"Riffle",9.6,"54",0,"Gravel",0.1,0,0,0,0.5,0,0.6,"Yes",34.537036,"111.681323",NA,"6/18/2022 21:23",NA,NA,NA,NA,NA,NA,NA,420
"245",305,"Clear","June","Available",NA,NA,"Riffle",10.2,"26",0.13,"Boulder",0.3,0,0,0.6,0,0,0.9,"Yes",34.536951,"111.681293",NA,"6/18/2022 21:25",NA,NA,NA,NA,NA,NA,NA,421
"246",306,"Clear","June","Available",NA,NA,"Riffle",8.2,"24",0.21,"Pebble",0.2,0,0,0,0,0,0.2,"Yes",34.536923,"111.681218",NA,"6/18/2022 21:29",NA,NA,NA,NA,NA,NA,NA,422
"247",307,"Clear","June","Available",NA,NA,"Riffle",8.5,"24",0.06,"Boulder",0.3,0,0,0,0,0,0.3,"Yes",34.536878,"111.681136",NA,"6/18/2022 21:31",NA,NA,NA,NA,NA,NA,NA,423
"248",308,"Clear","June","Available",NA,NA,"Riffle",7.4,"20",0.06,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.536843,"111.681062",NA,"6/18/2022 21:33",NA,NA,NA,NA,NA,NA,NA,424
"249",309,"Clear","June","Available",NA,NA,"Riffle",5.5,"38",0.26,"Boulder",0.2,0,0,0,0,0,0.2,"Yes",34.536771,"111.681022",NA,"6/18/2022 21:35",NA,NA,NA,NA,NA,NA,NA,425
"250",310,"Clear","June","Available",NA,NA,"Riffle",5.7,"22",0.23,"Boulder",0.4,0,0,0,0,0,0.4,"No",34.53674,"111.680942",NA,"6/18/2022 21:38",NA,NA,NA,NA,NA,NA,NA,426
"251",311,"Clear","June","Available",NA,NA,"Riffle",7.5,"16",0.99,"Boulder",0.1,0,0,0,0,0,0.1,"No",34.536679,"111.680873",NA,"6/18/2022 21:40",NA,NA,NA,NA,NA,NA,NA,427
"252",323,"Clear","June","Available",NA,NA,"Riffle",8.5,"32",0.13,"Pebble",0.6,0,0,0,0,0,0.6,"Yes",34.536082,"111.680169",NA,"6/18/2022 22:28",NA,NA,NA,NA,NA,NA,NA,440
"253",324,"Clear","June","Available",NA,NA,"Riffle",5.8,"52",0.17,"Gravel",0.2,0,0,0,0,0,0.2,"Yes",34.536091,"111.680081",NA,"6/18/2022 22:31",NA,NA,NA,NA,NA,NA,NA,441
"254",352,"Clear","June","Available",NA,NA,"Riffle",8.9,"24",0,"Cobble",0,0,0,0,0,0,0,"Yes",34.536097,"111.680005",NA,"6/18/2022 22:34",NA,NA,NA,NA,NA,NA,NA,442
"255",353,"Clear","June","Available",NA,NA,"Riffle",8.8,"7",0.05,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.536097,"111.680005",NA,"6/18/2022 22:36",NA,NA,NA,NA,NA,NA,NA,443
"256",354,"Clear","June","Available",NA,NA,"Riffle",3.9,"48",0.9,"Boulder",0.6,0,0,0,0,0,0.6,"Yes",34.536066,"111.679849",NA,"6/18/2022 22:39",NA,NA,NA,NA,NA,NA,NA,444
"257",355,"Clear","June","Available",NA,NA,"Riffle",8.2,"26",0.09,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.53603,"111.679751",NA,"6/18/2022 22:46",NA,NA,NA,NA,NA,NA,NA,446
"258",343,"Clear","June","Available",NA,NA,"Riffle",7.5,"48",0,"Boulder",0.6,0,0,0.1,0,0,0.7,"Yes",34.536012,"111.679684",NA,"6/18/2022 22:50",NA,NA,NA,NA,NA,NA,NA,447
"259",344,"Clear","June","Available",NA,NA,"Riffle",10.4,"24",0.22,"Boulder",0.5,0,0,0,0,0,0.5,"Yes",34.535971,"111.679583",NA,"6/18/2022 22:52",NA,NA,NA,NA,NA,NA,NA,448
"260",345,"Clear","June","Available",NA,NA,"Riffle",8.4,"18",0.81,"Boulder",0.2,0,0,0,0,0,0.2,"No",34.536001,"111.679498",NA,"6/18/2022 22:55",NA,NA,NA,NA,NA,NA,NA,449
"261",346,"Clear","June","Available",NA,NA,"Riffle",7.6,"24",0.12,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.536021,"111.679432",NA,"6/18/2022 22:58",NA,NA,NA,NA,NA,NA,NA,450
"262",347,"Clear","June","Available",NA,NA,"Riffle",8.4,"40",0.28,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.535979,"111.679348",NA,"6/18/2022 23:01",NA,NA,NA,NA,NA,NA,NA,451
"263",348,"Clear","June","Available",NA,NA,"Riffle",7.2,"26",0.26,"Boulder",0.4,0,0,0,0.5,0,0.9,"Yes",34.536006,"111.679286",NA,"6/18/2022 23:03",NA,NA,NA,NA,NA,NA,NA,452
"264",NA,"Clear","March","Available",NA,NA,"Riffle",7.1,"19",0.04,"Cobble",0.3,0,0,0,0,0,0.3,"No",34.5382,"-111.689028",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,188
"265",NA,"Clear","March","Available",NA,NA,"Riffle",12.2,"22",0.23,"Silt",0,0,0.3,0.2,0,0,0.5,"Yes",34.538432,"-111.684345",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,250
"266",NA,"Clear","March","Available",NA,NA,"Riffle",22.7,"23",0.38,"Gravel",0,0,0,0,0,0,0,"No",34.538352,"-111.682773",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,280
"267",NA,"Clear","March","Available",NA,NA,"Riffle",7.33,"23",0.25,"Boulder",0.2,0.2,0,0,0,0,0.4,"Yes",34.536722,"-111.680978",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,298
"268",NA,"Clear","March","Available",NA,NA,"Riffle",6.76,"24",0.19,"Cobble",0.2,0.05,0,0,0,0,0.25,"Yes",34.53868,"-111.683558",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,267
"269",NA,"Clear","March","Available",NA,NA,"Riffle",11.01,"24",0.3,"Silt",0,0,0.4,0,0,0,0.4,"Yes",34.53747,"-111.681893",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,290
"270",NA,"Clear","March","Available",NA,NA,"Riffle",11.95,"25",0.65,"Cobble",0.1,0,0,0,0,0,0.1,"Yes",34.538387,"-111.684878",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,243
"271",NA,"Clear","March","Available",NA,NA,"Riffle",12.6,"26",0.27,"Pebble",0.2,0,0,0.1,0,0,0.3,"Yes",34.538083,"-111.688343",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,184
"272",NA,"Clear","March","Available",NA,NA,"Riffle",4.5,"26",0.14,"Boulder",0.4,0.2,0,0,0,0,0.6,"Yes",34.538267,"-111.689338",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,190
"273",NA,"Clear","March","Available",NA,NA,"Riffle",12.4,"26",0.34,"Silt",0,0,0.8,0,0,0,0.8,"Yes",34.538532,"-111.684358",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,252
"274",NA,"Clear","March","Available",NA,NA,"Riffle",14.3,"27",0.22,"Pebble",0.1,0.2,0,0,0,0,0.3,"Yes",34.536787,"-111.681048",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,297
"275",NA,"Clear","March","Available",NA,NA,"Riffle",6.15,"28",0.44,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.53857,"-111.683482",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,269
"276",NA,"Clear","March","Available",NA,NA,"Riffle",10.57,"28",0.31,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.53607,"-111.680118",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,311
"277",NA,"Clear","March","Available",NA,NA,"Riffle",5.3,"29",0.55,"Cobble",0.1,0.1,0,0,0,0,0.2,"Yes",34.538217,"-111.689192",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,189
"278",NA,"Clear","March","Available",NA,NA,"Riffle",9,"32",0.21,"Silt",0.1,0,0.1,0,0,0,0.2,"No",34.538608,"-111.683417",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,270
"279",NA,"Clear","March","Available",NA,NA,"Riffle",17.16,"34",1.16,"Cobble",0.35,0.1,0,0,0,0,0.45,"Yes",34.538265,"-111.685273",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,230
"280",NA,"Clear","March","Available",NA,NA,"Riffle",13.23,"34",0.1,"Cobble",0.1,0,0,0.4,0,0,0.5,"Yes",34.536053,"-111.679605",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,315
"281",NA,"Clear","March","Available",NA,NA,"Riffle",7.29,"37",0.21,"Boulder",0.3,0.3,0,0,0,0,0.6,"No",34.538412,"-111.688438",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,179
"282",NA,"Clear","March","Available",NA,NA,"Riffle",11.86,"37",0.21,"Boulder",0.2,0.2,0,0,0,0,0.4,"No",34.538485,"-111.682995",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,276
"283",NA,"Clear","March","Available",NA,NA,"Riffle",21.02,"38",0.49,"Boulder",0.6,0,0,0,0,0,0.6,"Yes",34.538092,"-111.686737",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,211
"284",NA,"Clear","March","Available",NA,NA,"Riffle",15.01,"38",0.28,"Pebble",0.15,0,0,0,0,0,0.15,"No",34.538188,"-111.685773",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,222
"285",NA,"Clear","March","Available",NA,NA,"Riffle",12.62,"38",0.12,"Boulder",0.4,0.05,0,0,0,0,0.45,"Yes",34.538407,"-111.684563",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,248
"286",NA,"Clear","March","Available",NA,NA,"Riffle",8.07,"38",0,"Cobble",0.2,0.2,0,0,0,0,0.4,"Yes",34.538668,"-111.683653",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,266
"287",NA,"Clear","March","Available",NA,NA,"Riffle",18.2,"39",0.3,"Gravel",0.5,0,0,0,0,0,0.5,"Yes",34.537973,"-111.686783",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,208
"288",NA,"Clear","March","Available",NA,NA,"Riffle",19.3,"39",0.11,"Boulder",0.6,0,0,0,0,0,0.6,"No",34.538067,"-111.686377",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,212
"289",NA,"Clear","March","Available",NA,NA,"Riffle",10.84,"39",0.15,"Gravel",0.6,0.4,0,0,0,0,1,"Yes",34.538187,"-111.686007",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,219
"290",NA,"Clear","March","Available",NA,NA,"Riffle",8.21,"39",0.14,"Gravel",0,0,0,0.1,0,0,0.1,"Yes",34.53839,"-111.682857",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,279
"291",NA,"Clear","March","Available",NA,NA,"Riffle",12.48,"41",0.58,"Boulder",0.15,0,0,0,0,0,0.15,"Yes",34.538147,"-111.686323",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,214
"292",NA,"Clear","March","Available",NA,NA,"Riffle",14.3,"42",0.5,"Pebble",0.3,0,0,0,0,0,0.3,"No",34.538462,"-111.688985",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,175
"293",NA,"Clear","March","Available",NA,NA,"Riffle",13.09,"42",0.84,"Gravel",0.3,0,0,0,0,0,0.3,"Yes",34.538245,"-111.685692",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,224
"294",NA,"Clear","March","Available",NA,NA,"Riffle",7.18,"43",0.59,"Pebble",0,0.5,0,0.1,0,0,0.6,"Yes",34.538282,"-111.688163",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,181
"295",NA,"Clear","March","Available",NA,NA,"Riffle",12.25,"43",0.37,"Boulder",0.2,0.1,0,0,0,0,0.3,"Yes",34.536053,"-111.679818",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,314
"296",NA,"Clear","March","Available",NA,NA,"Riffle",11.78,"43",0.19,"Boulder",0.6,0,0,0,0,0,0.6,"Yes",34.535877,"-111.678733",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,322
"297",NA,"Clear","March","Available",NA,NA,"Riffle",9.73,"44",0.23,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.538202,"-111.686085",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,217
"298",NA,"Clear","March","Available",NA,NA,"Riffle",11.48,"44",0.23,"Pebble",0.1,0,0,0,0,0,0.1,"Yes",34.536063,"-111.679982",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,312
"299",NA,"Clear","March","Available",NA,NA,"Riffle",7.03,"45",0.45,"Boulder",0.3,0.3,0,0,0,0,0.6,"Yes",34.53838,"-111.688298",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,180
"300",NA,"Clear","March","Available",NA,NA,"Riffle",9.54,"46",0.4,"Cobble",0.2,0,0,0,0,0,0.2,"No",34.538087,"-111.686163",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,216
"301",NA,"Clear","March","Available",NA,NA,"Riffle",15.25,"46",0.82,"Boulder",0.6,0.4,0,0,0,0,1,"No",34.538287,"-111.685293",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,231
"302",NA,"Clear","March","Available",NA,NA,"Riffle",8.34,"46",0.66,"Cobble",0.2,0.2,0,0,0,0,0.4,"Yes",34.538457,"-111.683053",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,275
"303",NA,"Clear","March","Available",NA,NA,"Riffle",13.65,"48",1.07,"Pebble",0.15,0,0,0,0,0,0.15,"No",34.5383,"-111.685363",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,229
"304",NA,"Clear","March","Available",NA,NA,"Riffle",10.98,"48",0.64,"Pebble",0.15,0,0,0,0,0,0.15,"Yes",34.538352,"-111.684773",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,244
"305",NA,"Clear","March","Available",NA,NA,"Riffle",8.15,"48",0.64,"Cobble",0.2,0.3,0,0,0,0,0.5,"No",34.538525,"-111.683168",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,274
"306",NA,"Clear","March","Available",NA,NA,"Riffle",15.76,"49",0.41,"Boulder",0.3,0,0,0,0,0,0.3,"No",34.538032,"-111.686308",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,213
"307",NA,"Clear","March","Available",NA,NA,"Riffle",11.75,"49",0.03,"Boulder",0.2,0,0,0,0,0,0.2,"Yes",34.538523,"-111.683272",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,272
"308",NA,"Clear","March","Available",NA,NA,"Riffle",10.58,"50",0.64,"Boulder",0.3,0,0,0,0,0,0.3,"No",34.53813,"-111.686173",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,215
"309",NA,"Clear","March","Available",NA,NA,"Riffle",14.95,"50",0.96,"Boulder",0.5,0.05,0,0,0,0,0.55,"No",34.538292,"-111.685725",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,223
"310",NA,"Clear","March","Available",NA,NA,"Riffle",11.4,"50",0.14,"Boulder",0.5,0.2,0,0,0,0,0.7,"No",34.538542,"-111.684525",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,249
"311",NA,"Clear","March","Available",NA,NA,"Riffle",8.83,"51",1.33,"Boulder",0.3,0.7,0,0,0,0,1,"Yes",34.536062,"-111.679023",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,321
"312",NA,"Clear","March","Available",NA,NA,"Riffle",12.85,"52",0.4,"Boulder",0,0,0,0,0,0,0,"No",34.538222,"-111.685903",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,220
"313",NA,"Clear","March","Available",NA,NA,"Riffle",13.53,"53",0.32,"Sand",0,0,0,0,0,0,0,"Yes",34.538237,"-111.685638",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,225
"314",NA,"Clear","March","Available",NA,NA,"Riffle",12.81,"53",0.35,"Boulder",0.3,0.1,0,0,0,0,0.4,"Yes",34.535968,"-111.679447",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,316
"315",NA,"Clear","March","Available",NA,NA,"Riffle",16.2,"54",0.33,"Cobble",0.4,0.05,0,0,0,0,0.45,"Yes",34.537188,"-111.681698",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,293
"316",NA,"Clear","March","Available",NA,NA,"Riffle",14.07,"56",0.55,"Cobble",0.1,0,0,0,0,0,0.1,"No",34.538197,"-111.685755",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,221
"317",NA,"Clear","March","Available",NA,NA,"Riffle",13.3,"56",0.23,"Boulder",0.4,0.05,0,0,0,0,0.45,"No",34.538402,"-111.684682",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,246
"318",NA,"Clear","March","Available",NA,NA,"Riffle",6.03,"58",0.12,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.538263,"-111.682748",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,282
"319",NA,"Clear","March","Available",NA,NA,"Riffle",19,"59",0.45,"Cobble",0.2,0.1,0,0,0,0,0.3,"No",34.538392,"-111.682982",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,278
"320",NA,"Clear","March","Available",NA,NA,"Riffle",17.43,"60",0.48,"Cobble",0.1,0,0,0,0,0,0.1,"Yes",34.53805,"-111.686563",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,210
"321",NA,"Clear","March","Available",NA,NA,"Riffle",8.19,"60",0.77,"Cobble",0.1,0.1,0,0,0,0,0.2,"Yes",34.538537,"-111.683218",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,273
"322",NA,"Clear","March","Available",NA,NA,"Riffle",9.91,"61",0.07,"Silt",0,0,0,0.3,0,0,0.3,"Yes",34.538598,"-111.683917",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,261
"323",NA,"Clear","March","Available",NA,NA,"Riffle",9.72,"61",0.91,"Bedrock",0.1,0,0,0,0,0,0.1,"No",34.538577,"-111.683335",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,271
"324",NA,"Clear","March","Available",NA,NA,"Riffle",26.5,"61",0.3,"Cobble",0.1,0,0,0,0,0,0.1,"No",34.538273,"-111.682803",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,281
"325",NA,"Clear","March","Available",NA,NA,"Riffle",13.54,"62",0.86,"Boulder",0.4,0.05,0,0,0,0,0.45,"Yes",34.538305,"-111.685135",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,236
"326",NA,"Clear","March","Available",NA,NA,"Riffle",14.08,"62",0.49,"Gravel",0.15,0,0,0,0,0,0.15,"Yes",34.538032,"-111.686497",NA,"3/16/2022 0:00","Occupied to Available",NA,NA,NA,NA,NA,NA,209
"327",NA,"Clear","March","Available",NA,NA,"Riffle",12.43,"63",0.87,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.53838,"-111.684645",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,247
"328",NA,"Clear","March","Available",NA,NA,"Riffle",12.3,"64",0.91,"Boulder",0.4,0.3,0,0,0,0,0.7,"Yes",34.535958,"-111.679107",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,320
"329",NA,"Clear","March","Available",NA,NA,"Riffle",10.9,"65",0.47,"Cobble",0.1,0,0,0,0,0,0.1,"No",34.538497,"-111.68442",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,251
"330",NA,"Clear","March","Available",NA,NA,"Riffle",10.86,"67",0.29,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.535997,"-111.679287",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,317
"331",NA,"Clear","March","Available",NA,NA,"Riffle",8.18,"69",0.08,"Pebble",0.1,0,0,0,0,0,0.1,"No",34.538318,"-111.685063",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,239
"332",NA,"Clear","March","Available",NA,NA,"Riffle",12,"70",0.3,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.536032,"-111.679865",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,313
"333",NA,"Clear","March","Available",NA,NA,"Riffle",9.21,"72",0.33,"Boulder",0.9,0.05,0,0,0,0,0.95,"Yes",34.537962,"-111.686817",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,207
"334",NA,"Clear","March","Available",NA,NA,"Riffle",13.91,"81",0.35,"Gravel",0.35,0,0,0,0,0,0.35,"Yes",34.538002,"-111.68695",NA,"3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,205
"335",NA,"Clear","March","Available",NA,NA,"Riffle",8.88,NA,NA,NA,0,0,0,0,0,0,0,"Yes",34.538297,"-111.685003","A little sketch","3/16/2022 0:00",NA,NA,NA,NA,NA,NA,NA,242
"336",106,"Clear","May","Available",NA,NA,"Riffle",6.4,"3",0.09,"Pebble",0.3,0,0,0,0,0,0.3,"No",34.538368,"111.682811",NA,"5/31/2022 21:21",NA,NA,NA,NA,NA,NA,NA,204
"337",76,"Clear","May","Available",NA,NA,"Riffle",7.985,"11",0.56,"Boulder",0.5,0,0,0,0,0,0.5,"Yes",34.536,"111.679128",NA,"5/31/2022 0:00","Changed date to correct date",NA,NA,NA,NA,NA,NA,238
"338",34,"Clear","May","Available",NA,NA,"Riffle",3.376,"14",0.44,"Pebble",0,0,0,0,0,0,0,"Yes",34.53815,"111.688639",NA,"5/30/2022 20:02",NA,NA,NA,NA,NA,NA,NA,131
"339",38,"Clear","May","Available",NA,NA,"Riffle",4.5,"14",0,"Gravel",0.05,0,0,0,0,0,0.05,"Yes",34.538137,"111.688325",NA,"5/30/2022 20:34",NA,NA,NA,NA,NA,NA,NA,135
"340",39,"Clear","May","Available",NA,NA,"Riffle",5.592,"14",0.16,"Pebble",0.4,0,0,0.2,0,0,0.6,"Yes",34.538111,"111.688243",NA,"5/30/2022 20:36","Confirmed canoy with photo",NA,NA,NA,NA,NA,NA,136
"341",40,"Clear","May","Available",NA,NA,"Riffle",7.579,"16",0.07,"Cobble",0.15,0,0,0.5,0,0,0.65,"Yes",34.538138,"111.68816",NA,"5/30/2022 20:41",NA,NA,NA,NA,NA,NA,NA,137
"342",62,"Clear","May","Available",NA,NA,"Riffle",9.49,"18",0.26,"Cobble",0.4,0,0,0,0,0,0.4,"Yes",34.538053,"111.68645",NA,"5/30/2022 23:04",NA,NA,NA,NA,NA,NA,NA,159
"343",35,"Clear","May","Available",NA,NA,"Riffle",5.822,"20",0.1,"Pebble",0,0,0,0,0,0,0,"No",34.538181,"111.688567",NA,"5/30/2022 20:15",NA,NA,NA,NA,NA,NA,NA,132
